№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
2 171;1183443015557;12.09.2018;7;05.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;31;32;31;31;2;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (05.03.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";30 810 000;32 762 000;34 086 000;34 689 000;2 006 000;7 055 000;7 966 000;8 379 000;8 334 000;4 048 000;1 637 000;2 194 000;4 775 000;5 531 000;3 559 000;30 668 000;32 730 000;33 845 000;34 351 000;1 888 000;-2 314 000
2 172;1095012001457;13.04.2009;16;11.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;90;51;;;;Прекратило деятельность при присоединении (11.01.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";335 306 000;209 437 000;257 726 000;;;93 372 000;82 090 000;81 154 000;;;43 778 000;30 564 000;38 180 000;;;306 082 000;200 966 000;254 768 000;;;
2 173;1095012001468;13.04.2009;16;11.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;127;91;32;27;;Прекратило деятельность при присоединении (11.01.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";866 535 000;754 116 000;867 722 000;;;252 009 000;218 837 000;214 097 000;;;201 020 000;166 938 000;165 642 000;;;792 647 000;649 715 000;805 853 000;;;
2 174;1095012001501;13.04.2009;16;11.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;88;51;11;12;;Прекратило деятельность при присоединении (11.01.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";235 119 000;133 975 000;159 547 000;;;87 747 000;73 384 000;74 057 000;;;67 677 000;61 278 000;65 917 000;;;203 545 000;128 052 000;157 757 000;;;
2 175;1117746173115;10.03.2011;14;15.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;30;32;8;;Ликвидировано (15.03.2024).;"""Получатели поддержки правительства Москвы"", ""Реестр управляющих организаций"", ""Реестр операторов, осуществляющих обработку персональных данных""";58 233 000;59 548 000;54 802 000;;;53 975 000;43 937 000;48 804 000;;;38 201 000;32 447 000;36 461 000;;;57 243 000;58 442 000;53 121 000;;;
2 176;1153525037940;12.11.2015;9;18.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;10;19;18;;;Ликвидировано вследствие банкротства (18.07.2025).;"""Реестр управляющих организаций""";9 646 000;11 976 000;;500 000;;16 937 000;2 842 000;;1 334 000;;20 244 000;3 497 000;;605 000;;9 646 000;7 892 000;;500 000;;
2 177;1174704012977;06.10.2017;8;21.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;26;29;27;24;Прекратило деятельность при присоединении (21.03.2025).;"""Реестр управляющих организаций""";94 512 000;99 302 000;114 208 000;121 488 000;139 455 000;60 554 000;96 021 000;82 957 000;59 107 000;145 993 000;23 385 000;47 134 000;52 247 000;20 241 000;54 476 000;94 108 000;98 686 000;109 065 000;115 802 000;133 580 000;54 141 000
2 178;1187746129031;07.02.2018;7;24.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;345;369;298;1;;Ликвидировано (24.07.2024).;"""Системообразующие предприятия""";2 209 678 000;2 762 280 000;2 985 359 000;32 996 000;;287 418 000;331 227 000;98 286 000;100 000;;233 346 000;345 248 000;121 470 000;;;2 175 798 000;2 730 142 000;2 934 174 000;30 137 000;;
2 179;1103850030063;15.11.2010;14;23.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;28;10;;;Прекратило деятельность при присоединении (23.07.2024).;;249 815 000;313 386 000;2 668 332 000;404 879 000;;1 431 655 000;1 951 726 000;12 345 000;13 537 000;;267 322 000;560 497 000;522 340 000;13 000;;56 973 000;56 199 000;67 307 000;650 000;;
2 180;1193443000772;24.01.2019;6;30.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;36;58;48;25;1;Ликвидировано вследствие банкротства (30.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";21 666 000;34 689 000;33 337 000;21 257 000;940 000;10 478 000;27 654 000;54 334 000;31 997 000;31 659 000;5 801 000;20 095 000;49 415 000;34 274 000;34 089 000;21 666 000;34 440 000;33 123 000;21 257 000;940 000;-153 000
2 181;1134824001168;08.05.2013;12;12.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;18;18;;;Прекратило деятельность при присоединении (12.01.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";90 950 000;88 701 000;;;;21 206 000;25 727 000;;;;32 836 000;36 768 000;;;;90 806 000;88 619 000;;;;
2 182;1154253000626;04.02.2015;10;29.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;32;30;28;16;;Прекратило деятельность при присоединении (29.11.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";44 387 000;44 605 000;44 938 000;;;8 720 000;9 271 000;11 174 000;;;7 255 000;7 791 000;9 675 000;;;43 463 000;43 918 000;43 926 000;;;
2 183;5177746199440;13.11.2017;7;07.06.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;128;121;;;;Прекратило деятельность при присоединении (07.06.2022).;;598 321 000;608 788 000;;;;90 511 000;120 874 000;;;;76 430 000;101 478 000;;;;598 315 000;604 578 000;;;;
