№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
974;1145321003013;08.05.2014;11;06.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;43;46;41;9;;Ликвидировано (06.06.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";338 074 000;379 063 000;365 396 000;133 912 000;;43 249 000;40 619 000;65 266 000;4 939 000;;70 479 000;66 158 000;94 752 000;34 036 000;;337 331 000;378 541 000;364 806 000;131 139 000;;
975;1165321058440;09.12.2016;8;21.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;31;28;25;24;Прекратило деятельность при присоединении (21.07.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";174 078 000;201 164 000;212 337 000;223 736 000;231 428 000;32 093 000;36 740 000;47 606 000;69 630 000;64 823 000;70 431 000;83 888 000;107 730 000;133 936 000;126 598 000;173 711 000;201 044 000;212 147 000;219 593 000;221 035 000;2 531 000
976;5147746032011;04.09.2014;11;19.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;17;17;15;12;Прекратило деятельность при присоединении (19.05.2025).;"""Получатели поддержки правительства Москвы"", ""Реестр операторов, осуществляющих обработку персональных данных""";78 348 000;77 934 000;73 986 000;66 460 000;66 994 000;309 928 000;272 895 000;225 179 000;170 295 000;106 837 000;306 658 000;268 062 000;222 908 000;169 918 000;107 087 000;49 515 000;51 996 000;47 492 000;45 251 000;51 808 000;-627 000
977;1195081056609;12.08.2019;6;04.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;150;109;;;;Ликвидировано вследствие банкротства (04.07.2025).;;292 530 000;148 813 000;67 078 000;;;179 156 000;167 784 000;7 791 000;;;176 069 000;180 542 000;115 063 000;;;290 878 000;141 317 000;;;;
978;1162468109836;11.10.2016;9;04.09.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;44;43;9;;;Ликвидировано (04.09.2023).;;67 567 000;73 917 000;23 572 000;;;20 531 000;29 440 000;2 476 000;;;37 369 000;26 910 000;7 521 000;;;67 026 000;73 233 000;15 440 000;;;
979;1214200017855;08.12.2021;3;17.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;5;125;174;Ликвидировано (17.03.2025).;;;;9 614 000;199 853 000;;;;98 000;85 353 000;;;;57 000;69 100 000;;;;9 614 000;198 997 000;;
980;1095027007712;24.07.2009;16;02.03.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;71;72;;;;Ликвидировано вследствие банкротства (02.03.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";231 181 000;183 697 000;;;;45 572 000;39 826 000;;;;27 865 000;16 477 000;;;;218 571 000;181 927 000;;;;
981;1097847084928;25.03.2009;16;11.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;33;36;36;37;36;Прекратило деятельность при присоединении (11.03.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";83 192 000;113 166 000;82 060 000;105 760 000;;18 026 000;13 067 000;8 654 000;11 273 000;;5 329 000;4 817 000;20 654 000;10 374 000;;83 160 000;107 837 000;81 738 000;80 583 000;;
982;1167746345579;06.04.2016;9;26.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;62;5;19;41;5;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (26.03.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";75 513 000;17 687 000;75 771 000;142 674 000;17 450 000;3 862 000;4 657 000;4 646 000;11 169 000;36 000;816 000;2 004 000;4 017 000;4 524 000;;71 058 000;17 686 000;75 770 000;142 668 000;14 680 000;-200 000
983;1207800035860;11.03.2020;5;30.05.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;42;34;;;Ликвидировано (30.05.2023).;;230 000;165 670 000;113 179 000;;;45 000;74 850 000;43 630 000;;;13 000;12 474 000;24 728 000;;;;163 627 000;109 864 000;;;
984;1117746359070;05.05.2011;14;13.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;20;17;6;;Ликвидировано (13.08.2024).;;151 000;2 123 000;73 829 000;56 606 000;;11 000;141 000;175 000;178 000;;8 000;131 000;;;;;2 123 000;73 829 000;56 606 000;;
985;1103668008267;09.03.2010;15;23.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;38;39;44;45;48;Ликвидировано (23.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";31 510 000;64 057 000;78 720 000;110 382 000;146 011 000;19 808 000;12 765 000;11 815 000;15 288 000;30 553 000;10 937 000;2 088 000;1 683 000;2 928 000;4 408 000;28 278 000;52 987 000;75 889 000;107 157 000;135 692 000;14 143 000
986;1217800068628;27.04.2021;4;07.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;45;54;10;;Ликвидировано (07.03.2024).;;;117 026 000;340 029 000;223 837 000;;;41 510 000;221 346 000;3 941 000;;;11 873 000;168 649 000;4 000;;;115 804 000;339 652 000;54 099 000;;
987;1184205022715;14.11.2018;6;20.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;83;76;5;;;Исключение из ЕГРЮЛ недействующего юридического лица (20.06.2025).;;220 900 000;;0;;;40 367 000;;11 375 000;;;25 291 000;;4 072 000;;;191 550 000;;;;;
988;1105261003330;03.09.2010;15;06.04.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;18;9;;;Прекратило деятельность при присоединении (06.04.2022).;;16 844 000;13 741 000;;;;58 557 000;55 673 000;;;;58 385 000;55 797 000;;;;15 841 000;12 548 000;;;;
989;1143926005684;19.02.2014;11;15.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;37;39;17;86;;Прекратило деятельность при присоединении (15.07.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр перевозчиков зерна""";226 918 000;229 284 000;296 442 000;512 372 000;;544 685 000;524 456 000;381 863 000;361 725 000;;138 456 000;116 883 000;59 543 000;37 583 000;;191 710 000;222 990 000;55 487 000;488 175 000;;
990;1115658012040;08.04.2011;14;13.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;50;24;;;;Ликвидировано (13.01.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";16 973 000;36 932 000;2 353 000;;;31 314 000;2 062 000;;;;30 223 000;4 981 000;;;;16 850 000;12 339 000;2 265 000;;;
991;1202900001600;05.03.2020;5;17.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;29;43;42;43;Прекратило деятельность при присоединении (17.09.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";58 000;78 817 000;113 841 000;137 296 000;159 280 000;9 254 000;17 898 000;26 536 000;42 283 000;66 753 000;23 850 000;25 345 000;27 154 000;29 773 000;36 417 000;58 000;78 123 000;113 676 000;136 831 000;156 365 000;16 287 000
992;1207800112728;08.09.2020;5;03.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;9;38;40;37;;Ликвидировано (03.10.2024).;;8 575 000;185 100 000;232 176 000;199 480 000;;30 887 000;92 849 000;150 842 000;114 681 000;;30 176 000;66 335 000;102 533 000;56 347 000;;4 410 000;171 987 000;221 646 000;175 335 000;;
993;1217700127050;22.03.2021;4;20.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;25;18;1;;Прекратило деятельность при присоединении (20.02.2025).;;;50 681 000;44 664 000;0;;;27 288 000;2 941 000;2 306 000;;;44 620 000;47 306 000;421 000;;;50 428 000;33 829 000;;;
994;1207700467721;08.12.2020;4;01.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;8;19;17;16;Прекратило деятельность при присоединении (01.07.2025).;;;14 122 000;32 702 000;33 460 000;29 937 000;;2 057 000;4 290 000;10 558 000;18 863 000;;3 030 000;9 558 000;11 849 000;21 637 000;;14 122 000;32 690 000;33 457 000;21 250 000;-1 481 000
995;1155476141314;24.12.2015;9;27.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;327;292;240;240;226;Прекратило деятельность при присоединении (27.02.2025).;;564 962 000;756 376 000;1 220 663 000;1 427 450 000;1 377 177 000;321 545 000;412 075 000;557 208 000;695 484 000;673 045 000;219 999 000;303 486 000;389 583 000;473 503 000;425 362 000;545 333 000;720 401 000;1 166 322 000;1 358 551 000;1 304 839 000;25 706 000
996;1103457000932;02.08.2010;15;16.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;37;35;36;10;;Ликвидировано (16.04.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";10 332 000;10 240 000;11 454 000;;;1 853 000;1 990 000;2 007 000;342 000;;441 000;462 000;491 000;;;10 332 000;10 240 000;11 454 000;3 301 000;;
997;1182375028054;06.04.2018;7;20.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;59;75;79;213;1;Ликвидировано (20.11.2024).;;31 901 000;49 249 000;63 121 000;151 037 000;;1 407 000;4 016 000;17 106 000;22 289 000;;1 721 000;3 676 000;4 483 000;5 671 000;;31 818 000;48 909 000;61 738 000;143 275 000;;
998;1157847258513;28.07.2015;10;30.06.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;66;19;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (30.06.2023).;;83 472 000;44 311 000;;;;59 521 000;59 748 000;;;;59 305 000;59 476 000;;;;82 289 000;38 064 000;;;;
999;1217700513293;26.10.2021;3;02.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;2;29;99;Ликвидировано (02.04.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";;;;97 570 000;266 804 000;;50 000;53 000;54 514 000;14 912 000;;;3 000;48 403 000;155 000;;;;97 570 000;266 794 000;8 646 000
1 000;5177746101660;20.10.2017;7;09.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;49;40;3;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (09.01.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";145 355 000;132 584 000;4 555 000;;;51 381 000;26 299 000;15 319 000;;;32 661 000;635 000;276 000;;;142 961 000;124 131 000;4 354 000;;;
1 001;1194827002611;15.02.2019;6;25.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;23;22;20;22;19;Ликвидировано (25.08.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";25 866 000;31 217 000;30 539 000;34 583 000;38 541 000;3 240 000;2 989 000;3 466 000;2 660 000;7 206 000;4 255 000;2 546 000;3 193 000;3 451 000;8 349 000;9 740 000;9 208 000;9 036 000;10 492 000;10 575 000;-352 000
1 002;1145263007350;10.12.2014;10;11.04.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;27;;;;Прекратило деятельность при слиянии (11.04.2022).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";105 057 000;107 523 000;;;;49 896 000;65 566 000;;;;4 120 000;9 072 000;;;;103 531 000;105 598 000;;;;
1 003;1117746145857;01.03.2011;14;03.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;23;23;22;22;;Прекратило деятельность при присоединении (03.05.2024).;;57 183 000;75 387 000;87 405 000;72 372 000;;170 252 000;188 443 000;205 519 000;139 499 000;;70 481 000;70 363 000;59 858 000;71 854 000;;50 466 000;68 365 000;80 359 000;65 082 000;;
1 004;1192468007247;26.02.2019;6;12.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;69;75;90;21;9;Ликвидировано (12.09.2025).;;91 678 000;102 659 000;92 375 000;102 994 000;42 530 000;56 839 000;80 780 000;71 370 000;57 929 000;48 985 000;56 475 000;79 314 000;69 724 000;56 110 000;47 092 000;91 678 000;102 659 000;92 375 000;102 994 000;42 530 000;74 000
1 005;1187847307724;29.10.2018;6;23.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;37;36;;;;Исключение из ЕГРЮЛ недействующего юридического лица (23.01.2024).;;17 680 000;25 398 000;;;;15 104 000;20 085 000;;;;4 004 000;2 297 000;;;;17 678 000;22 749 000;;;;
1 006;1122468021191;11.04.2012;13;13.04.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;18;;;;Ликвидировано (13.04.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";79 249 000;7 838 000;;;;114 148 000;10 000;10 000;;;70 468 000;;;;;77 286 000;7 838 000;;;;
1 007;1122468052255;20.09.2012;13;18.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;20;21;1;;Ликвидировано (18.01.2024).;;19 152 000;27 327 000;72 725 000;;;23 221 000;24 143 000;57 555 000;;;98 371 000;113 656 000;57 165 000;;;19 102 000;25 710 000;17 275 000;;;
1 008;1132308006324;22.05.2013;12;19.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;14;34;24;2;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (19.01.2024).;"""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";34 331 000;56 893 000;51 169 000;;;30 535 000;34 840 000;30 620 000;;;11 586 000;13 220 000;10 327 000;;;34 256 000;56 819 000;50 770 000;;;
1 009;1103802000411;24.12.2010;14;03.10.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;79;60;;;;Прекратило деятельность при присоединении (03.10.2022).;;621 901 000;215 793 000;;;;182 097 000;60 536 000;;;;2 234 000;689 000;;;;620 582 000;215 524 000;;;;
1 010;1102341000112;12.04.2010;15;11.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;79;76;75;68;44;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (11.04.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";68 932 000;77 804 000;91 251 000;94 996 000;108 988 000;21 450 000;33 080 000;31 094 000;28 964 000;30 812 000;6 975 000;18 820 000;15 612 000;11 288 000;361 000;68 168 000;73 347 000;90 842 000;93 375 000;56 840 000;28 794 000
1 011;1184704005925;25.04.2018;7;21.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;115;109;112;4;3;Прекратило деятельность при присоединении (21.05.2025).;;2 792 373 000;3 324 871 000;2 179 534 000;592 324 000;11 850 000;15 824 901 000;15 312 371 000;17 025 800 000;16 006 986 000;12 859 764 000;15 850 617 000;15 354 701 000;17 182 237 000;15 977 254 000;12 849 175 000;2 419 837 000;3 086 537 000;2 066 730 000;471 255 000;4 813 000;-19 143 000
1 012;1174704017817;27.12.2017;7;25.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;59;36;1;;;Ликвидировано вследствие банкротства (25.03.2024).;;480 673 000;317 693 000;;;;206 463 000;95 002 000;;;;198 448 000;115 340 000;;;;455 475 000;252 912 000;;;;
1 013;1152901012813;22.12.2015;9;14.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;23;27;31;31;28;Прекратило деятельность при присоединении (14.04.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";71 574 000;100 630 000;100 382 000;98 811 000;102 962 000;20 740 000;46 618 000;60 325 000;45 267 000;44 292 000;3 376 000;14 431 000;9 612 000;1 326 000;3 044 000;71 547 000;100 619 000;99 924 000;97 697 000;101 520 000;-2 723 000
1 014;1187746795411;05.09.2018;7;30.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;97;125;32;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (30.07.2025).;;320 101 000;415 672 000;;;;188 376 000;184 488 000;;;;178 811 000;184 193 000;;;;310 016 000;396 117 000;;;;
1 015;1132904000129;06.02.2013;12;09.06.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;158;134;36;;;Ликвидировано (09.06.2023).;;590 605 000;469 078 000;109 153 000;;;169 978 000;176 315 000;;;;112 969 000;117 664 000;;;;571 684 000;449 505 000;108 859 000;;;
1 016;1157746537926;16.06.2015;10;28.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;16;46;54;10;1;Ликвидировано (28.08.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";78 331 000;201 900 000;284 910 000;;481 000;35 522 000;33 213 000;50 052 000;;53 831 000;31 205 000;37 129 000;39 956 000;;27 287 000;78 267 000;201 151 000;284 879 000;;53 000;-621 000
1 017;1155043003664;25.12.2015;9;10.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;12;17;19;23;Ликвидировано (10.04.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";22 448 000;27 091 000;25 436 000;19 081 000;;19 570 000;14 926 000;10 434 000;8 579 000;;38 455 000;40 629 000;38 335 000;36 252 000;;20 742 000;22 007 000;25 370 000;18 945 000;;
1 018;1103847000795;30.08.2010;15;20.06.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;81;91;;;;Прекратило деятельность при присоединении (20.06.2022).;;338 163 000;368 803 000;;;;398 396 000;419 137 000;;;;298 386 000;330 896 000;;;;332 941 000;338 305 000;;;;
1 019;1155045000406;12.03.2015;10;16.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;21;28;1;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (16.07.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";24 365 000;16 810 000;1 365 000;;;6 805 000;717 000;7 075 000;;;5 654 000;691 000;7 035 000;;;23 377 000;16 810 000;1 365 000;;;
1 020;5177746152194;01.11.2017;7;15.02.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;18;5;1;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (15.02.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";48 432 000;66 904 000;19 471 000;;;10 234 000;9 329 000;3 527 000;;;18 392 000;9 436 000;2 979 000;;;48 432 000;64 107 000;16 002 000;;;
1 021;1157847173560;18.05.2015;10;17.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;666;6 829;4 590;534;8;Ликвидировано (17.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр аккредитованных частных агентств занятости"", ""Перечень работодателей, деятельность которых отнесена к категории значительного риска""";1 659 054 000;7 064 549 000;9 751 291 000;15 366 586 000;7 123 728 000;655 310 000;1 152 082 000;2 208 356 000;2 761 269 000;333 106 000;603 221 000;1 063 191 000;2 067 631 000;2 528 158 000;2 760 000;1 657 906 000;7 055 688 000;9 714 733 000;15 305 699 000;7 030 463 000;114 882 000
1 022;1107847151719;13.05.2010;15;26.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;700;328;307;142;9;Ликвидировано (26.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";738 959 000;587 952 000;721 027 000;248 968 000;;129 833 000;235 950 000;289 761 000;278 362 000;;116 098 000;227 302 000;275 013 000;261 357 000;;736 882 000;578 869 000;715 620 000;241 899 000;;
1 023;1134824000981;10.04.2013;12;22.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;23;25;25;;Прекратило деятельность при присоединении (22.01.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";46 929 000;59 755 000;66 054 000;;;33 146 000;40 337 000;30 395 000;;;12 588 000;16 335 000;2 975 000;;;46 732 000;57 406 000;65 852 000;;;
1 024;1193850028976;15.10.2019;6;29.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;11;26;26;25;22;Ликвидировано (29.04.2025).;"""Реестр перевозчиков зерна""";133 287 000;181 278 000;187 817 000;157 569 000;198 839 000;437 000;16 711 000;15 862 000;25 929 000;1 262 000;252 000;9 271 000;4 993 000;13 516 000;217 000;133 287 000;181 278 000;187 817 000;157 569 000;197 884 000;-11 368 000
1 025;1172468006820;02.02.2017;8;06.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;74;73;21;;;Ликвидировано (06.10.2023).;;318 693 000;378 546 000;201 117 000;;;129 671 000;108 356 000;10 000;;;108 865 000;83 776 000;;;;318 684 000;378 534 000;201 104 000;;;
1 026;1157847219705;24.06.2015;10;14.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;23;23;24;;Ликвидировано (14.05.2024).;;139 301 000;131 597 000;144 030 000;118 042 000;;38 843 000;60 754 000;47 540 000;24 841 000;;13 671 000;29 677 000;13 396 000;3 349 000;;139 301 000;131 510 000;142 833 000;116 433 000;;
1 027;1113022000717;30.11.2011;13;20.12.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;75;19;;;;Ликвидировано вследствие банкротства (20.12.2022).;"""Реестр управляющих организаций""";30 855 000;7 107 000;;;;19 496 000;4 760 000;;;;47 498 000;34 837 000;;;;30 720 000;7 098 000;;;;
1 028;1131101006838;16.09.2013;12;29.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;52;36;18;;;Ликвидировано вследствие банкротства (29.01.2024).;;226 555;184 470 000;108 151 000;;;30 286 000;24 808 000;8 271 000;;;92 175 000;92 073 000;81 584 000;;;225 528 000;183 863 000;107 781 000;;;
1 029;1117847344658;18.08.2011;14;15.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;75;82;5;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (15.07.2025).;;801 231 000;542 819 000;775 281 000;243 157 000;;1 556 949 000;1 636 929 000;1 340 911 000;481 729 000;;1 536 471 000;1 613 334 000;1 315 382 000;456 257 000;;797 594 000;538 511 000;755 324 000;241 629 000;;
1 030;1203700011734;02.07.2020;5;07.10.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;82;53;21;15;Ликвидировано (07.10.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр субъектов малого и среднего предпринимательства (Дата включения 10.08.2020, Категория: Малое предприятие)""";7 160 000;42 990 000;29 640 000;17 970 000;14 345 000;338 000;2 363 000;1 087 000;1 173 000;1 014 000;4 749 000;5 481 000;3 509 000;1 854 000;950 000;7 160 000;42 990 000;29 640 000;17 970 000;14 345 000;745 000
1 031;1107847186050;10.06.2010;15;14.11.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;29;31;35;;;Прекратило деятельность при присоединении (14.11.2022).;;116 806 000;101 892 000;;;;90 178 000;84 438 000;;;;26 808 000;19 450 000;;;;107 754 000;100 660 000;;;;
1 032;1127847651964;29.11.2012;12;14.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;34;20;1;2;1;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (14.02.2025).;;13 366 000;8 502 000;;;;3 615 000;7 717 000;7 666 000;7 666 000;;15 440 000;26 290 000;26 290 000;26 290 000;;13 366 000;6 477 000;;;;
1 033;1134827002826;26.04.2013;12;26.12.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;34;34;32;;;Прекратило деятельность при присоединении (26.12.2022).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";145 616 000;146 059 000;;;;42 834 000;47 306 000;;;;49 007 000;49 297 000;;;;145 319 000;145 454 000;;;;
1 034;1217800084919;31.05.2021;4;06.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;11;58;25;;Ликвидировано (06.06.2024).;;;25 979 000;187 496 000;122 503 000;;;18 291 000;63 116 000;13 384 000;;;5 828 000;45 265 000;45 096 000;;;25 894 000;186 585 000;121 875 000;;
1 035;1163668074283;18.04.2016;9;18.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;65;32;1;;;Ликвидировано (18.01.2023).;;436 550 000;152 017 000;;;;107 716 000;46 567 000;;;;111 478 000;55 669 000;;;;406 324 000;108 827 000;;;;
1 036;1175275026959;05.04.2017;8;31.08.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;31;35;27;;;Ликвидировано (31.08.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";102 899 000;230 090 000;168 463 000;;;70 875 000;65 740 000;9 286 000;;;27 261 000;21 054 000;7 482 000;;;100 368 000;221 721 000;166 547 000;;;
1 037;1187746832877;25.09.2018;7;20.02.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;38;29;1;;;Ликвидировано (20.02.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";529 761 000;513 196 000;36 653 000;;;52 252 000;52 597 000;8 536 000;;;61 426 000;171 643 000;119 290 000;;;523 810 000;497 434 000;23 253 000;;;
1 038;1135476107337;03.07.2013;12;16.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;34;33;32;32;;Прекратило деятельность при присоединении (16.11.2023).;;98 670 000;114 485 000;124 005 000;;;25 185 000;39 442 000;43 077 000;;;10 786 000;15 138 000;13 033 000;;;95 505 000;108 748 000;120 793 000;;;
1 039;1147746540732;14.05.2014;11;17.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;24;1;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (17.01.2025).;;388 207 000;320 195 000;947 000;;;410 050 000;173 258 000;31 406 000;;;395 931 000;156 912 000;15 000 000;;;388 181 000;309 781 000;947 000;;;
1 040;1135543032492;10.07.2013;12;12.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;20;27;13;1;Ликвидировано (12.02.2025).;;40 191 000;74 033 000;108 022 000;50 038 000;17 000;5 886 000;12 851 000;18 850 000;2 409 000;1 397 000;7 943 000;2 979 000;8 274 000;;;40 188 000;74 013 000;107 503 000;47 913 000;;-1 012 000
